가게이름,카테고리,주소,전화번호,영업시간,메뉴,최소가격,최대가격,차액,평점,사진,주소,나이대,분위기,목적
김밥 신 영풍국수,국물요리,광주시 동구 금남로5가 131,062-222-5454,매일 오전 7시 30분 - 오후 8시 30분,"['치즈돈가스', '라면']","['8,000원', '4,000원']",4000,8000,4000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=OUYBQ2JbDd7v,[],[],[]
진진설곰탕,국물요리,광주시 동구 대인동 182-10,062-228-8838,"우족탕 15,000원","['우족탕', '갈낙탕', '갈비탕', '뚝불고기', '설곰탕', '소곱창전골(大)', '소불고기(大)', '소 수 육(大)', '도가니수육(大)', '갈비만두전골(大)']","['15,000원', '16,000원', '12,000원', '10,000원', '9,000원', '45,000원', '45,000원', '45,000원', '65,000원', '45,000원']",9000,65000,56000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=KoRCd0uZA9dI,[],[],['가성비좋은']
베트남쌀국수 PHO 69,국물요리,광주시 동구 황금동 13-8 13-8,062-2783-7810,"화,수,목,금,토/일 오전 11시 - 오후 9시 (부처님 오신 날)","['분팃사오 ( 분짜 )', 'Pho 69 ( 라이옥밥 )', '반미', '분보후에', '고이꾸온', '뽁음밥', '퍼가 69 ( 닭고기 쌀국수 )', '소고기쌀국수']","['', '', '', '', '', '', '', '']",0,65000,56000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=17u9097HaNGs,[],[],[]
이모네해장국,국물요리,광주시 동구 금동 20-2,062-223-1596,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=coOoP0Pnl7pP,[],[],[]
태양식당,국물요리,광주시 동구 대인동 103-1,,"뼈해장국 5,000원","['뼈해장국', '동태탕', '김치찌개', '제육볶음', '닭발볶음']","['5,000원', '5,000원', '5,000원', '8,000원', '8,000원']",5000,8000,3000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=8LDrHRFbkg7o,[],[],[]
홍콩반점0410 광주충장로점,국물요리,광주시 동구 황금동 74,062-234-0410,"월,수,목,금,토/일 오전 11시 - 오후 9시","['짬뽕', '짜장면', '탕수육(소)', '짬뽕밥', '짜장밥', '쟁반짜장', '군만두']","['7,000원', '6,000원', '14,900원', '7,500원', '8,000원', '14,000원', '6,000원']",6000,14900,8900,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=2NShrsXahVH9,[],[],[]
신락원 광주본점,면요리,광주시 동구 충장로5가 42,062-223-6849,매일 오전 11시 - 오후 8시 40분,"['짜장', '짬뽕', '탕수육 소', '국밥', '볶음밥', '오므라이스', '잡채밥', '해물덮밥', '간짜장', '우동']","['7,000원', '9,000원', '20,000원', '8,500원', '9,500원', '10,000원', '9,000원', '10,000원', '9,000원', '9,000원']",7000,20000,13000,3.8점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220819102604_photo1_XLfDdxht9OvI.jpg,https://www.diningcode.com/profile.php?rid=MwLKBd14fsLL,[],[],[]
무등산호랭이,면요리,광주시 동구 금남로1가 15-4 1층 무등산호랭이,062-412-0348,매일 오전 11시 30분 - 오후 10시,"['청양베이컨 파스타', '조개 파스타', '닭갈비커리리조또', '스테이크생와사비리조또', '새우로제리조또', '스테이크먹물리조또', '여수돌산갓김치리조또', '통삼겹김치필라프', '호돌이스테이크', '대호스테이크', '스테이크샐러드피자', '리얼불고기피자', '새우로제 파스타', '페퍼로니피자', '핫비프스테이크피자', '상하이파스타', '게살크림파스타', '들깨오일파스타', '미트인헬파스타', '차돌문어 파스타', '명란고사리파스타', '차돌중화크림파스타']","['14,000원', '13,000원', '15,000원', '15,000원', '16,000원', '18,000원', '15,000원', '15,000원', '20,000원', '35,000원', '15,000원', '16,000원', '16,000원', '14,000원', '16,000원', '14,000원', '16,000원', '14,000원', '14,000원', '17,000원', '14,000원', '15,000원']",13000,35000,22000,4.9점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221123105301775_photo_a4924f6a9e0b.jpg,https://www.diningcode.com/profile.php?rid=RGhzpIj70E90,"['20대', '30대']","['점심식사', '저녁식사', '데이트']","['가성비좋은', '깔끔한', '예쁜']"
쪼아저씨네 파스타,면요리,광주시 동구 황금동 22,062-234-8786,"월,화,목,금,토/일 오전 11시 30분 - 오후 9시","['찹스테이크', '피칸테디마레크림', '디 마레 토마토', '포모도로', '꼬제', '볼로네제', '디 마레 크림', '살모네', '그란치오', '풍기', '까르보나라', '팬 스테이크 스페셜', '팬 안심 스테이크', '마르게리따', '고르곤졸라', '알리오올리오', '리소토디마레', '뽈로에풍기']","['13,500원', '10,000원', '10,000원', '9,500원', '9,500원', '10,000원', '10,000원', '10,500원', '10,000원', '9,500원', '10,000원', '19,000원', '22,000원', '8,000원', '7,000원', '9,500원', '10,500원', '10,500원']",7000,22000,15000,4.6점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230129133251_photo1_bafb58e4aa35.jpg,https://www.diningcode.com/profile.php?rid=AIwzJ39Q7aYB,"['20대', '30대']","['점심식사', '저녁식사', '데이트', '식사모임']","['가성비좋은', '푸짐한', '서민적인', '조용한', '깔끔한', '예쁜']"
월계수,면요리,광주시 동구 충장로1가 24,062-222-3231,매일 오전 11시 - 오후 9시,"['삼선볶음밥', '삼선 볶음밥(곱)', '짬뽕국밥', '잡채', '칼국수', '옛날돈가스']","['5,500원', '6,500원', '7,500원', '6,000원', '6,000원', '7,500원']",5500,7500,2000,4.2점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230516112446020_photo_6741b633355e.jpg,https://www.diningcode.com/profile.php?rid=Wd5Y3c4CFtli,"['20대', '50대']","['점심식사', '저녁식사', '혼밥']","['가성비좋은', '서민적인', '시끌벅적한', '깔끔한', '지역주민이찾는']"
카페바리에,면요리,광주시 동구 불로동 21-9,062-224-8241,"월,수,목,금,토/일 오전 11시 30분 - 오후 8시 50분","['시금치 피자', '해산물 빠쉐 파스타', '까르보나라', '육각 코코넛커피(ONLY ICE)', '에스프레소', '아메리카노', '카푸치노', '비엔나', 'WINE', 'BEER', '바리에 스테이크', '오가닉 그린 스테이크 라이스', '돼지바베큐 라이스', '감바스앤브레드', '웨지 감자', '스테이크 샐러드', '알리오올리오', '봉골레']","['21,500원', '20,500원', '18,500원', '6,800원', '4,500원', '5,000원', '5,500원', '6,500원', '12500~83000', '4000~9000', '49,500원', '21,000원', '19,000원', '18,000원', '7,500원', '19,500원', '16,500원', '19,500원']",4500,49500,45000,3.8점,https://d12zq4w4guyljn.cloudfront.net/750_750_20211226082914_photo1_6b78389d0d49.jpg,https://www.diningcode.com/profile.php?rid=lgyzJp5WgqJI,"['20대', '40대']","['점심식사', '저녁식사', '데이트', '가족외식', '식사모임']","['분위기좋은', '깔끔한', '예쁜', '지역주민이찾는']"
박순자 녹두집,면요리,광주시 동구 대인동 140,062-223-8694,"화,수,목,금,토/일 오전 11시 30분 - 오후 9시 30분","['수제비', '팥죽', '닭발볶음', '낙지볶음', '오삼볶음', '코다리찜', '쭈꾸미무침', '동지죽', '콩나물국밥', '콩물국수', '파전', '빈대떡', '굴전', '오징어무침', '간재미무침', '골뱅이무침']","['5,000원', '6,000원', '13,000원', '14,000원', '15,000원', '16,000원', '14,000원', '7,500원', '6,000원', '7,000원', '8,000원', '11,000원', '15,000원', '11,000원', '12,000원', '13,000원']",5000,16000,11000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230215034844_photo1_029d8dae7875.jpg,https://www.diningcode.com/profile.php?rid=795Dw2OQ36h8,"['40대', '60대%20이상']","['점심식사', '저녁식사', '가족외식']","['가성비좋은', '푸짐한', '서민적인', '지역주민이찾는']"
고수닭갈비 충장점,면요리,광주시 동구 호남동 78-5,062-222-9908,"닭한마리 칼국수 30,000원","['닭한마리 칼국수', '묵은지 닭볶음탕 한마리', '비엔나사리', '떡사리', '수제비사리', '부산어묵사리', '치즈사리', '만두사리', '당면사리', '라면사리', '우동사리', '비빔공기', '묵은지 닭볶음탕 한마리반', '쭈꾸미 불콩 1인분', '뼈없는 닭갈비 1인분', '닭갈비철판볶음밥', '매싸한 닭갈비 (1인분)', '핫매싸한 닭갈비 (1인분)', '치즈모듬사리', '베이컨사리']","['30,000원', '30,000원', '2,500원', '2,000원', '2,000원', '2,000원', '4,500원', '2,500원', '2,500원', '2,500원', '2,500원', '2,500원', '40,000원', '13,000원', '12,500원', '7,500원', '12,500원', '12,500원', '8,500원', '3,500원']",2000,40000,38000,4.1점,https://d12zq4w4guyljn.cloudfront.net/750_750_20211230044145_photo1_430618be5760.jpg,https://www.diningcode.com/profile.php?rid=akiW1F3ntXEp,"['20대', '50대']",[],['깔끔한']
청원모밀,면요리,광주시 동구 충장로3가 31-7,062-222-2210,매일 오전 10시 30분 - 오후 8시,"['모밀국수', '모밀자장', '마른모밀', '유부우동', '비빔모밀', '냉모밀국수', '김치모밀', '유부초밥', '왕만두']","['7,000원', '7,000원', '7,000원', '7,000원', '8,000원', '8,000원', '8,500원', '6,000원', '6,000원']",6000,8500,2500,3.3점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220617045015_photo01_18d215d95c52.jpg,https://www.diningcode.com/profile.php?rid=tWfLS5zaN05z,"['20대', '30대']","['점심식사', '저녁식사', '혼밥']","['서민적인', '깔끔한', '지역주민이찾는']"
마한지,면요리,광주시 동구 광산동 71-4,062-234-9261,매일 오전 11시 30분 - 오후 10시,"['마늘갈비 (200g)', '구운갈비(전 300g, 후 160g)', '소양념갈비 (250g)', '웰빙쟁반냉면', '물/비빔 냉면', '왕갈비탕', '돌판비빔밥']","['17,000원', '16,500원', '30,000원', '13,000원', '8,000원', '14,000원', '10,000원']",8000,30000,22000,4.7점,https://d12zq4w4guyljn.cloudfront.net/750_750_20191121110623370_photo_1756598c659e.jpg,https://www.diningcode.com/profile.php?rid=mYCllv17yWm3,"['30대', '40대']","['저녁식사', '회식']","['푸짐한', '깔끔한']"
돈일촌,면요리,광주시 동구 충장로4가 30-10,062-223-0592,"월-금,토 오후 4시 - 오후 11시","['백돼지100g', '흑돼지100g', '제주백돼지(기본 )', '제주흑돼지(기본 )', '김치찌개', '냉면', '소주']","['8,900원', '10,550원', '48,000원', '57,000원', '8,000원', '7,000원', '5,000원']",5000,57000,52000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210814074845_photo1_45241ef334d7.jpg,https://www.diningcode.com/profile.php?rid=QOZim7WJ3tLY,"['20대', '50대']","['저녁식사', '회식']",[]
하이드아웃,면요리,광주시 동구 금동 34-5,,월-금 오후 6시 - 오전 2시,"['생연어사시미', '로제 멘치카츠', '크림새우', '칠리새우', '새우감바스', '숯불고기야끼소바', '차슈카레전골', '차돌박이 술찌개', '닭고기가라아게', '매콤깐풍기', '통새우가라아게', '투움바치킨']","['25,000원', '23,000원', '22,000원', '20,000원', '23,000원', '22,000원', '22,000원', '23,000원', '21,000원', '21,000원', '22,000원', '24,000원']",20000,25000,5000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210721051035_photo1_626e45778b31.jpg,https://www.diningcode.com/profile.php?rid=dIHTSznMQ1rg,"['20대', '60대%20이상']",['데이트'],"['분위기좋은', '조용한']"
도쿄스테이크,면요리,광주시 동구 충장로2가 29-1,062-224-9991,매일 오전 11시 30분 - 오후 9시 30분,"['스테이크 덮밥', '부챗살 스테이크 S', '부챗살 스테이크 M', '등심스테이크 S', '등심스테이크 M', '찹 스테이크 S', '찹 스테이크 M', '찹 스테이크 L', '카이센 알리올리오 파스타', '도쿄 명란 파스타', '북해도 미쇼 파스타', '스테키 나폴리 파스타', '카니크림 파스타', '와우 스테이크 치즈 떡볶이', '나토리동', '부채살 스테이크 덮밥', '큐브 스테이크 덮밥', '마우나동', '도쿄카레', '돈까스카레', '새우튀김카레', '치킨가라아게카레', '찹스테이크 카레', '카라탄탄멘', '규돈멘', '규탄멘', '하규멘', '하탄멘', '쉬림프로제파스타', '와카스파스타', '대창덮밥', '큐브스테이크덮밥']","['9,700원', '14,900원', '20,900원', '16,900원', '22,900원', '12,900원', '15,900원', '22,900원', '7,800원', '8,500원', '8,800원', '9,800원', '9,800원', '9,800원', '7,800원', '8,900원', '9,300원', '9,800원', '6,500원', '7,700원', '8,500원', '8,800원', '9,300원', '7,300원', '8,300원', '8,500원', '9,300원', '9,500원', '12,500원', '11,300원', '11,700원', '9,900원']",6500,22900,16400,3.6점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200502111825_photo1_4b432840ce9b.jpg,https://www.diningcode.com/profile.php?rid=jdBebN64bpFw,"['20대', '30대']","['점심식사', '저녁식사', '데이트', '식사모임']",['깔끔한']
역전우동0410 광주충장로점,면요리,광주시 동구 충장로1가 26-1,062-232-4989,매일 오전 10시 30분 - 오후 10시,"['역전돈까스', '더블치즈돈까스', '새우튀김우동', '매운모둠어묵우동', '소불고기우동', '카레우동', '냉모밀', '매콤치킨마요덮밥', '돈까스덮밥', '매콤제육덮밥', '소불고기 김치덮밥', '카레덮밥', '얼큰파닭국수', '치킨미니덮밥', '명란미니덮밥', '돼지갈비맛튀김', '사이드돈까스', '양파마요치킨', '불오뎅', '왕만두튀김', '매콤김말이', '불만두', '새우튀김', '구운파닭국수', '비빔물면', '우볶이', '옛날우동', '김치우동', '오뎅우동', '냉우동']","['8,500원', '9,000원', '6,500원', '6,500원', '6,500원', '6,500원', '6,000원', '7,000원', '6,500원', '6,500원', '7,000원', '6,500원', '6,500원', '3,500원', '3,000원', '3,500원', '3,500원', '3,500원', '2,500원', '2,000원', '2,000원', '2,000원', '2,000원', '6,500원', '6,500원', '5,500원', '4,500원', '5,000원', '5,000원', '6,000원']",2000,9000,7000,3.7점,https://d12zq4w4guyljn.cloudfront.net/750_750_20211028062158_photo2_bafb58e4aa35.jpg,https://www.diningcode.com/profile.php?rid=iyZURyKFxy4d,[],[],[]
평화식당,면요리,광주시 동구 불로동 9-1,062-226-6226,매일 자정 12시 - 자정 12시,"['숯불생삼겹살', '45년대패삼겹살', '고추장불고기백반', '불고기낙지전골', '김치찌개', '꽃게된장찌개', '누룽지큰그릇+된장찌개', '김치청국장찌개', '만두김치찌개', '애호박찌개', '사골곰탕', '후식 김치볶음밥', '숯불양념돼지갈비', '누룽지', '냉면', '소주/ 맥주/ 막걸리', '점심특선 월~금요일별 메뉴', '숯불목살', '숯불가브리살', '양념대패삼겹살', '양념육회', '양념돼지전골갈비찜', '불고기백반', '돼지고기양념주물럭']","['15,000원', '15,000원', '12,000원', '14,000원', '8,000원', '8,000원', '9,000원', '9,000원', '9,000원', '10,000원', '12,000원', '3,000원', '16,000원', '2,000원', '7,000원', '5,000원', '', '15,000원', '16,000원', '16,000원', '30,000원', '17,000원', '12,000원', '12,000원']",2000,30000,28000,3.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221226124244473_photo_8020d5019ab1.jpg,https://www.diningcode.com/profile.php?rid=hROWZOZcHuTl,"['30대', '40대']","['아침식사', '저녁식사', '데이트', '회식']",['시끌벅적한']
에머이 광주충장로점,면요리,광주시 동구 충장로3가 2-1,062-222-7174,"월-금,토 오전 11시 - 오후 9시 40분 (부처님 오신 날)","['양지쌀국수', '차돌쌀국수', '반쎄오', '불고기쌀국수', '매운쌀국수', '분짜', '볶음밥', '껌팃헤오', '롤만두', '똠찌엔', '야채볶음']","['10,900원', '13,000원', '18,000원', '12,000원', '11,900원', '15,000원', '10,900원', '10,900원', '7,500원', '7,500원', '9,000원']",7500,18000,10500,4.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230308084606_photo1_87d6486b3107.jpg,https://www.diningcode.com/profile.php?rid=IxVXX5JDWffE,[],[],[]
홍익돈까스 충장점,면요리,광주시 동구 호남동 78-5 2층,062-225-7942,매일 오전 11시 30분 - 오후 9시 30분,"['홍익돈까스', '로제돈까스', '돈까스 정식', '로스까스', '생선까스 정식', '더블 치즈 돈까스', '안심까스', '세트A', '세트B', '모둠까스', '치즈롤까스', '해물 볶음 우동', '베이컨 볶음 우동', '홍익 우동', '까르보나라', '토마토 치즈 파스타', '로제 파스타', '알리오 올리오', '해물 크림 파스타', '해물 토마토 파스타', '새우볶음밥', '쉬림프볼', '불고기볶음밥', '볶음짬뽕', '순살치킨', '사이드콤보']","['13,000원', '13,500원', '12,500원', '12,500원', '11,900원', '14,000원', '12,500원', '11,900원', '11,900원', '14,000원', '12,500원', '11,900원', '11,500원', '5,500원', '13,000원', '13,000원', '14,000원', '13,500원', '14,000원', '14,000원', '10,000원', '4,000원', '10,000원', '11,900원', '4,000원', '5,000원']",4000,14000,10000,4.3점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221213095150_photo1_bafb58e4aa35.jpg,https://www.diningcode.com/profile.php?rid=QUK7pp4wgmJQ,[],[],[]
한마음포차,면요리,광주시 동구 불로동 169-1,062-232-3599,매일 오후 5시 - 오전 3시,"['제육볶음', '곰장어 연탄구이', '똥집 소금구이', '닭발 연탄구이', '병어 튀김구이', '전어구이', '꼬막숙회', '오징어숙회', '연탄 돼지구이', '꼼장어 연탄구이', '잔치국수']","['15,000원', '18,000원', '18,000원', '18,000원', '23,000원', '18,000원', '18,000원', '18,000원', '18,000원', '18,000원', '4,000원']",4000,23000,19000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200504044102_photo1_568aa8a71dbb.jpg,https://www.diningcode.com/profile.php?rid=mQ5RmYeIUQYA,"['40대', '60대%20이상']","['저녁식사', '술모임']",['시끌벅적한']
다락마을,면요리,광주시 동구 충장로3가 19-10,062-224-3141,"화,수,목,금,토/일 오전 11시 30분 - 오후 10시","['뉴욕 찹스테이크', '상하이 찹스테이크', '베를린 찹스테이크', '고르곤졸라치즈 씬피자', '칠리쉬림프 씬피자', '인디아 필라프', '참숯 불고기 필라프', '빠네 파스타', '차돌박이 샐러드 파스타', '뉴욕찹스테이크+새우필라프']","['15,000원', '15,000원', '15,000원', '11,900원', '15,900원', '12,000원', '12,000원', '12,000원', '12,000원', '25,800원']",11900,25800,13900,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210802101508_photo1_62ccb631c61d.jpg,https://www.diningcode.com/profile.php?rid=tgl6rXxmVw8l,['20대'],"['점심식사', '저녁식사', '데이트', '식사모임']",['가성비좋은']
안교,면요리,광주시 동구 황금동 13-6,062-227-3250,"월,화,목,금,토/일 오전 11시 30분 - 오후 8시 30분","['수제생돈까스', '눈꽃치즈돈까스', '소바세트', '우동세트', '쫄면세트', '스키야키', '쫄면', '냉모밀', '우동', '김치볶음밥돈까스']","['5,900원', '9,500원', '8,900원', '8,900원', '9,900원', '12,900원', '7,000원', '6,000원', '5,000원', '9,500원']",5000,12900,7900,3.2점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220704090215_photo1_b2fc61edb123.jpg,https://www.diningcode.com/profile.php?rid=Lwyn8SshfV0A,"['20대', '30대']","['점심식사', '저녁식사', '혼밥', '데이트', '가족외식', '식사모임']","['가성비좋은', '고급스러운', '깔끔한', '예쁜']"
하고스,면요리,광주시 동구 불로동 38-9,062-236-1408,게시되지 않음 None,,,0,0,0,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200116040633507_photo_04b42ceb691b.jpg,https://www.diningcode.com/profile.php?rid=q37r4zQGeC7j,"['20대', '30대']","['점심식사', '저녁식사', '데이트', '식사모임']","['분위기좋은', '조용한', '깔끔한', '예쁜']"
청춘덮밥,면요리,광주시 동구 충장로2가 2-5,062-236-6654,매일 오전 11시 30분 - 오후 8시 30분,"['🥇닭마호크덮밥', ""💥Devil's 덮밥"", '트리플덮밥(참치+연어+참치타다끼)', '꼬막덮밥', '마약간장 계란덮밥', '크림 우동', '청춘우동', '세트메뉴-청춘덮밥+세트우동', '세트메뉴-불타는청춘덮밥+세트우동', '💥염라닭갈비덮밥', '청춘덮밥', '불타는청춘덮밥', '연어덮밥', ""💥Devil's 비빔면 (+공깃밥)"", '참치덮밥', '참치타다끼덮밥', '반반덮밥(참치+연어)']","['8,900원', '7,900원', '14,900원', '9,900원', '4,500원', '8,900원', '6,000원', '9,500원', '9,900원', '8,900원', '6,500원', '6,900원', '11,900원', '8,400원', '12,900원', '12,900원', '13,900원']",4500,14900,10400,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230327093153_photo1_eb8a7a03d008.jpg,https://www.diningcode.com/profile.php?rid=Jn8uWxVwgUq1,"['20대', '40대']","['점심식사', '저녁식사', '혼밥', '데이트', '식사모임']","['가성비좋은', '푸짐한', '서민적인', '시끌벅적한', '깔끔한', '예쁜']"
어나더키친 충장로점,면요리,광주시 동구 금남로1가 19-6,062-222-4034,"화,수,목,금,토/일 오전 11시 30분 - 오후 10시","['런치 SET.A', '런치 SET.B', '랍스터 세트', '랍스터 비스큐 파스타', '랍스터 스트립 스테이크', '라이브 랍스터 찜', '뉴욕 스트립 스테이크', '필레미뇽 안심 스테이크', '새우 관자 안심 스테이크', '베이컨 까르보나라', '모짜렐라 토마토 파스타', '명란 오일 파스타', '토마호크 스테이크 세트 (100g당)', '쉬림프 로제 파스타', '씨푸드 파스타', '어나더 투움바 파스타', '왕새우 매운 크림 파스타', '왕새우 매콤 필라프', '볼레네제 통베이컨 필라프', '여수 갓김치 필라프', '볼로네제 안심 버섯 필라프', '토마토 카프레제 샐러드', '쉬림프 샐러드', '포터하우스 스테이크 세트 (100g당)', '어나더 케이준 치킨 샐러드', '구운 버섯 안심 샐러드', '치킨 포테이토 피자', '허니 리코타 시금치 피자', '베이컨 쉬림프 피자', '에이드', '탄산음료', '버드와이저', '하우스 와인', '피오렐리 모스카토', '엘본 스테이크 세트 (100g당)', '알라다 까베르네 소비뇽', '알라다 소비뇽 블랑', '화이트 트러플 안심 피자', '화이트 트러플 안심 파스타', '트러플 풍기 크림 안심 리조또', '트러플 문어 스트립 스테이크', '스테이크 세트']","['19,900원', '17,900원', '99,900원', '29,900원', '37,900원', '45,000원', '24,900원', '28,900원', '29,900원', '14,900원', '17,900원', '17,900원', '19,900원', '18,900원', '19,900원', '19,900원', '19,900원', '14,900원', '17,900원', '18,900원', '19,900원', '14,900원', '15,900원', '19,500원', '16,900원', '18,900원', '19,900원', '21,900원', '21,900원', '6,000원', '2,000원', '7,000원', '7,000원', '35,000원', '18,500원', '38,000원', '38,000원', '24,900원', '24,900원', '26,900원', '31,900원', '59,900원']",2000,99900,97900,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230520054107_photo1_eb8a7a03d008.jpg,https://www.diningcode.com/profile.php?rid=apcM7tb7685U,[],[],[]
등촌칼국수,면요리,광주시 동구 충장로1가 4,062-227-5574,매일 오전 10시 50분 - 오후 9시 40분,"['등촌샤브샤브칼국수', '샤브용소고기']","['17,000원', '10,000원']",10000,17000,7000,3.6점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210504084306_photo1_96fee259eee3.jpg,https://www.diningcode.com/profile.php?rid=2BOu1gr5nPyg,"['20대', '30대']","['점심식사', '저녁식사']",[]
미미당,면요리,광주시 동구 충장로1가 1-18,062-222-8451,"월,수,목,금,토/일 오전 11시 30분 - 오후 9시","['우쭈쭈치즈까스', '돈까스', '함바그까스', '냉모밀', '연어초밥(8pcs)', '연어샐러드']","['10,000원', '9,000원', '9,000원', '7,000원', '9,000원', '12,000원']",7000,12000,5000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20201107100050727_photo_a6ca46df7828.jpg,https://www.diningcode.com/profile.php?rid=hoGLdHbAko8A,"['20대', '30대']","['점심식사', '저녁식사', '혼밥']","['가성비좋은', '예쁜']"
산수모밀,면요리,광주시 동구 금남로2가 15,062-233-5525,매일 오전 10시 - 오후 9시,"['온메밀', '냄비유부모밀', '경양식돈까스', '치즈돈까스', '유뷰초밥', '메밀만두', '모밀짜장', '옛날우동', '어묵우동', '마른모밀', '냉모밀', '비빔모밀', '모밀콩국수', '일본식돈까스']","['7,000원', '8,000원', '8,000원', '9,000원', '6,000원', '6,000원', '6,000원', '5,000원', '6,000원', '7,000원', '8,000원', '8,000원', '8,000원', '8,000원']",5000,9000,4000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220812120639813_photo_969185507250.jpg,https://www.diningcode.com/profile.php?rid=cLtOwnuD2GuQ,"['20대', '40대']","['점심식사', '저녁식사', '혼밥', '데이트']",['깔끔한']
하루키수필집,면요리,광주시 동구 궁동 62-3,,매일 오후 6시 - 오전 2시,['아래쪽 전체 메뉴판을 확인하세요:)'],[''],0,9000,4000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200918090135_photo1_a2bd97b7fbf8.jpg,https://www.diningcode.com/profile.php?rid=QNky47DreXuX,"['20대', '50대']","['저녁식사', '혼술', '데이트']","['분위기좋은', '조용한', '예쁜']"
황솔촌,면요리,광주시 동구 호남동 73-2,062-222-4815,매일 오전 11시 30분 - 오후 10시,"['매운돼지갈비', '마늘돼지갈비·고기구이', '비빔냉면', '돌판비빔밥', '비빔밥', '특 갈비탕', '쟁반냉면', '생돼지갈비', '양념소갈비', '차돌된장찌개', '애호박찌개', '양념돼지갈비', '물냉면']","['16,000원', '16,000원', '7,000원', '8,500원', '7,500원', '11,000원', '12,000원', '17,000원', '28,000원', '9,000원', '9,000원', '15,000원', '7,000원']",7000,28000,21000,3.1점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230521011856_photo1_35e79f4be5d2.jpg,https://www.diningcode.com/profile.php?rid=Xp0Hf6UBW2Tb,"['20대', '50대']","['데이트', '회식']",[]
1943 구시청점,면요리,광주시 동구 광산동 100-21,070-4082-1943,매일 오후 5시 - 오전 6시,"['로제파스타치킨', '쉬림프 벌집 퐁듀', '닭한마리 칼국수', '미국떡볶이', '옛날 김치우동']","['10,900원', '11,900원', '11,900원', '10,900원', '8,900원']",8900,11900,3000,4.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220411092555_photo1_f30e05a5b8d0.jpg,https://www.diningcode.com/profile.php?rid=Dq0FrmYO0oPo,[],[],[]
미도인 충장로점,면요리,광주시 동구 충장로3가 41-1,062-222-1233,매일 오전 11시 30분 - 오후 9시,"['미도인 가정식 스테이크', '미도인 스테이크 덮밥', '곱창 대창 덮밥(한정메뉴)', '큐브 스테이크 덮밥', '대창 덮밥', '곱창대창 큐브스테이크 덮밥(한정메뉴)', '대창 큐브 스테이크 덮밥(대큐)', '명란 크림 파스타', '새우 로제 생면 파스타', '바질크림 새우파스타', '청두 사천 탄탄멘', '미도인 곱창 라멘(한정메뉴)', '400 등심 스테이크 덮밥(한정메뉴)', '미도인 마제소바', '곱대 마제소바', '미도인 우실장 떡볶이', '미도인 곱창 떡볶이 (한정메뉴)', '미도인 스카치 에그 (한정메뉴)', '마리네이드 토마토 사라다', '음료/주류', '가정식 스테이크 구첩 반상(한정메뉴)', '가정식 대창 구첩 반상(한정메뉴)', '가정식 부챗살 스테이크', '트리플 스테이크', '대창 가정식 스테이크', '곱창 가정식 스테이크(한정메뉴)', '화산 불백 덮밥']","['13,800원', '10,500원', '13,900원', '11,500원', '12,500원', '16,800원', '14,800원', '12,800원', '13,800원', '14,800원', '8,800원', '12,800원', '15,200원', '9,800원', '13,800원', '9,500원', '13,900원', '4,800원', '6,500원', '', '15,900원', '15,900원', '14,800원', '15,800원', '17,700원', '18,700원', '9,300원']",4800,18700,13900,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221002080114_photo1_63bcd9b6366b.jpg,https://www.diningcode.com/profile.php?rid=AXSU7a9oTYjR,[],[],[]
